neaddress,count,normalized_address,latitude,longitude
"Россия, обл. Ростовская, г. Таганрог, пер. 7-й Новый, д. 100/к.8,   башня, Башня БИК ООО",13,"пер. 7-й Новый 7-й Новый, г. Таганрог",47.274072,38.907436
"Россия, обл. Свердловская, г. Нижняя Тура, ул. Машиностроителей, д. 24, Мачта на кровле МТС ПАО",13,"ул. Машиностроителей Машиностроителей, г. Нижняя Тура",58.630974,59.85623
"Россия, обл. Свердловская, р-н Пригородный, с Новопаньшино, ул. Заречная, д. 4а,   МАО, МАО (башня/мачта на пригрузах) БИК ООО",13,"ул. Заречная Заречная, р-н Пригородный",40.986915,72.98756
"Россия, обл. Новосибирская, рп Кольцово,   опора, МАО (башня/мачта на пригрузах) БИК ООО",13,,44.932351,7.537081
"Россия, край Краснодарский, р-н Гулькевичский, х Духовской, ул. Юбилейная, д. 12а,   опора, Столб металлический БИК ООО",13,"ул. Юбилейная Юбилейная, р-н Гулькевичский",45.356593,40.406671
"Россия, респ. Татарстан, г. Набережные Челны, пр-т Автозаводский, д. 3А,   опора, Столб железобетонный БИК ООО",13,,44.932351,7.537081
"Россия, край Краснодарский, р-н Гулькевичский, пгт Гирей,   70 м. западнее ул. Восточная, д. 1, столб, Столб металлический БИК ООО",13,"ул. Восточная Восточная, р-н Гулькевичский",45.247857,40.705953
"Россия, обл. Свердловская, г. Каменск-Уральский, ул. Мичурина, д. 34, Мачта на кровле МТС ПАО",13,"ул. Мичурина Мичурина, г. Каменск-Уральский",56.427249,61.897974
"Россия, респ. Татарстан, г. Казань,   станция метрополитена ""Суконная Слобода"", Внутри здания Прочие",13,,44.932351,7.537081
"Россия, обл. Ростовская, р-н Мясниковский, с Чалтырь, ул. 6-я Линия, д. 6Б,   ЖБО, Столб железобетонный БИК ООО",13,"ул. 6-я Линия 6-я Линия, р-н Мясниковский",47.287796,39.510242
"Россия, край Краснодарский, г. Краснодар, ул. им. Академика Лукьяненко П.П., д. 26/1, Кровля здания Прочие",13,"ул. им. Академика Лукьяненко П.П. им. Академика Лукьяненко П.П., г. Краснодар",45.05809,38.91491
"Россия, обл. Свердловская, пгт Малышева,   промплощадка №3, труба котельной, Дымовая труба Прочие",13,,44.932351,7.537081
"Россия, респ. Татарстан, г. Набережные Челны, промзона Промышленно-коммунальная зона, тер. ОАО Камаз,   башня, Башня Прочие",13,,44.932351,7.537081
"Россия, респ. Татарстан, г. Казань, ул. Фатыха Амирхана, д. 1Г, Кровля здания Прочие",13,"ул. Фатыха Амирхана Фатыха Амирхана, п. Татарстан",55.620464,52.596791
"Россия, обл. Ростовская, р-н Белокалитвинский, п Сосны, ул. 50 лет СССР,   около д. 17 А, ЖБО, Столб железобетонный БИК ООО",13,"ул. 50 лет СССР 50 лет СССР, р-н Белокалитвинский",53.589695,31.94508
